year,id,age,rank,male,run_count,years_since_run,time_in_secs,prev_year
2012,10057,26,55,1,3,1,10971,2011
2011,10057,25,100,1,2,1,11279,2010
2007,10068,38,500,1,0,-1,14106,-1
2011,10068,42,671,1,1,4,13506,2007
2007,10069,31,344,1,0,-1,13542,-1
2011,10069,35,160,1,1,4,11677,2007
2009,10071,39,1615,0,1,2,16557,2007
2007,10071,37,1151,0,0,-1,16230,-1
2010,10088,29,1140,1,2,1,15626,2009
2007,10088,26,586,1,0,-1,14386,-1
2009,10088,28,552,1,1,2,13572,2007
2008,10090,35,1075,0,1,1,15203,2007
2007,10090,34,1280,0,0,-1,16654,-1
2009,10090,36,770,0,2,1,14134,2008
2008,10096,42,465,0,1,1,13406,2007
2007,10096,41,319,0,0,-1,13411,-1
2011,10099,35,65,1,1,4,10965,2007
2012,10099,36,550,1,2,1,13493,2011
2007,10099,31,107,1,0,-1,12276,-1
2015,10099,35,31,1,3,3,10756,2012
2009,10103,42,1579,0,2,1,16464,2008
2008,10103,41,1895,0,1,1,17634,2007
2014,10103,47,1085,0,3,5,15331,2009
2007,10103,40,241,0,0,-1,13103,-1
2010,10106,53,1000,1,2,1,15292,2009
2009,10106,52,1359,1,1,2,15776,2007
2011,10106,54,970,1,3,1,14075,2010
2007,10106,50,823,1,0,-1,15265,-1
2014,10106,57,804,1,4,3,14636,2011
2015,10107,50,1408,1,1,8,15925,2007
2007,10107,43,925,1,0,-1,15615,-1
2009,10108,21,347,1,1,2,12948,2007
2007,10108,19,687,1,0,-1,14754,-1
2009,10112,37,1045,0,2,1,14985,2008
2008,10112,36,1265,0,1,1,15767,2007
2007,10112,35,1435,0,0,-1,17101,-1
2009,10113,49,1047,1,1,2,14990,2007
2010,10113,50,1350,1,2,1,16140,2009
2007,10113,47,1113,1,0,-1,16129,-1
2007,10124,28,1425,0,0,-1,17081,-1
2010,10124,31,784,0,1,3,14567,2007
2007,10142,37,2197,1,0,-1,20850,-1
2009,10142,39,2208,1,1,2,18499,2007
2010,10142,40,2341,1,2,1,19186,2009
2007,10145,38,1907,1,0,-1,19092,-1
2008,10145,39,1242,1,1,1,15692,2007
2008,10148,58,2196,1,1,1,18913,2007
2010,10148,60,2003,1,3,1,17870,2009
2009,10148,59,1370,1,2,1,15810,2008
2007,10148,57,1919,1,0,-1,19136,-1
2007,10149,46,2244,0,0,-1,21277,-1
2009,10149,48,2595,0,1,2,21030,2007
2008,10150,38,1090,1,1,1,15248,2007
2007,10150,37,1254,1,0,-1,16558,-1
2012,10150,42,2114,1,2,4,16583,2008
2008,10152,49,233,1,1,1,12509,2007
2007,10152,48,464,1,0,-1,13989,-1
2007,10154,39,1488,0,0,-1,17260,-1
2009,10154,41,830,0,1,2,14297,2007
2012,10154,44,1155,0,3,1,14797,2011
2011,10154,43,1303,0,2,2,14778,2009
2007,10163,42,280,1,0,-1,13257,-1
2008,10163,43,677,1,1,1,14001,2007
2008,10164,43,377,1,1,1,13124,2007
2007,10164,42,239,1,0,-1,13092,-1
2009,10173,28,30,1,1,2,10598,2007
2007,10173,26,36,1,0,-1,11204,-1
2007,10181,26,47,1,0,-1,11512,-1
2009,10181,28,15,1,1,2,10045,2007
2007,10183,32,1149,1,0,-1,16227,-1
2007,10183,48,1447,1,1,0,17129,2007
2009,10192,54,1521,1,1,2,16291,2007
2007,10192,52,2253,1,0,-1,21341,-1
2009,10208,53,416,1,2,1,13125,2008
2008,10208,52,308,1,1,1,12843,2007
2007,10208,51,308,1,0,-1,13371,-1
2008,10218,37,2054,0,1,1,18256,2007
2007,10218,36,1217,0,0,-1,16448,-1
2010,10218,39,1709,0,2,2,17046,2008
2014,10236,42,535,1,4,2,13899,2012
2007,10236,45,1241,1,0,-1,16528,-1
2012,10236,50,2283,1,3,1,16967,2011
2011,10236,46,1498,1,1,4,15226,2007
2011,10236,39,3298,1,2,0,20747,2011
2012,10239,30,68,1,1,5,11104,2007
2007,10239,25,18,1,0,-1,10190,-1
2008,10243,31,827,1,1,1,14405,2007
2007,10243,30,901,1,0,-1,15519,-1
2009,10243,32,946,1,2,1,14693,2008
2015,10243,35,1347,1,3,6,15787,2009
2015,10249,60,427,1,1,8,13256,2007
2007,10249,34,736,1,0,-1,14948,-1
2007,10260,25,1296,1,0,-1,16695,-1
2012,10260,30,763,1,1,5,13951,2007
2007,10264,35,354,0,0,-1,13592,-1
2008,10264,36,502,0,1,1,13508,2007
2012,10265,46,2539,1,2,4,17527,2008
2007,10265,41,1118,1,0,-1,16141,-1
2008,10265,42,1193,1,1,1,15544,2007
2007,10269,39,922,1,0,-1,15607,-1
2008,10269,40,332,1,1,1,12934,2007
2009,10281,31,1923,1,2,1,17390,2008
2008,10281,30,1631,1,1,1,16829,2007
2007,10281,29,1027,1,0,-1,15893,-1
2009,10283,27,886,0,1,2,14478,2007
2007,10283,25,1020,0,0,-1,15862,-1
2007,10286,40,1925,1,0,-1,19163,-1
2008,10286,41,1149,1,1,1,15398,2007
2014,10286,47,629,1,5,3,14149,2011
2009,10286,42,1545,1,2,1,16352,2008
2010,10286,43,760,1,3,1,14491,2009
2015,10286,45,545,1,6,1,13598,2014
2011,10286,44,1314,1,4,1,14829,2010
2013,10287,39,118,1,2,2,11154,2011
2011,10287,37,115,1,1,4,11403,2007
2007,10287,33,488,1,0,-1,14058,-1
2009,10289,47,674,1,2,1,13888,2008
2007,10289,45,1102,1,0,-1,16095,-1
2012,10289,50,1634,1,3,3,15667,2009
2008,10289,46,1076,1,1,1,15206,2007
2009,10295,36,115,1,1,2,11660,2007
2007,10295,34,771,1,0,-1,15117,-1
2009,10302,60,1678,1,2,1,16704,2008
2007,10302,58,991,1,0,-1,15771,-1
2008,10302,59,1497,1,1,1,16360,2007
2009,10304,41,1048,0,1,2,14992,2007
2007,10304,39,951,0,0,-1,15677,-1
2014,10334,35,533,1,1,7,13890,2007
2007,10334,34,153,1,0,-1,12541,-1
2010,10337,25,462,1,1,3,13762,2007
2013,10337,29,3389,1,2,3,15249,2010
2014,10337,30,1966,1,3,1,17261,2013
2007,10337,47,1411,1,0,-1,17032,-1
2007,10339,50,1662,1,0,-1,17882,-1
2008,10339,51,1453,1,1,1,16226,2007
2012,10367,47,228,1,4,2,12283,2010
2007,10367,42,117,1,0,-1,12329,-1
2009,10367,44,100,1,2,1,11452,2008
2008,10367,43,183,1,1,1,12219,2007
2010,10367,45,102,1,3,1,11810,2009
2011,10374,50,449,1,1,4,12811,2007
2007,10374,46,170,1,0,-1,12651,-1
2008,10376,34,2298,1,1,1,19497,2007
2007,10376,33,2132,1,0,-1,20384,-1
2009,10376,35,2662,1,2,1,21878,2008
2009,10377,43,681,1,2,1,13916,2008
2008,10377,42,1582,1,1,1,16649,2007
2007,10377,41,1689,1,0,-1,17979,-1
2007,10382,43,665,1,0,-1,14703,-1
2009,10382,45,408,1,1,2,13108,2007
2007,10383,30,2162,1,0,-1,20495,-1
2007,10383,35,1883,1,1,0,18976,2007
2009,10391,21,547,1,1,2,13558,2007
2007,10391,19,369,1,0,-1,13635,-1
2007,10394,32,716,1,0,-1,14871,-1
2008,10394,33,308,1,1,1,12843,2007
2012,10396,37,655,0,3,1,13726,2011
2011,10396,36,606,0,2,3,13322,2008
2008,10396,33,1668,0,1,1,16964,2007
2007,10396,32,1530,0,0,-1,17400,-1
2013,10396,38,1056,0,4,1,13385,2012
2009,10397,31,1248,0,2,1,15508,2008
2008,10397,30,1697,0,1,1,17065,2007
2007,10397,29,1458,0,0,-1,17170,-1
2010,10397,32,2412,0,3,1,19507,2009
2011,10397,33,2519,0,4,1,17535,2010
2008,10402,40,1159,0,1,1,15430,2007
2007,10402,39,1420,0,0,-1,17061,-1
2010,10406,46,187,1,1,3,12516,2007
2015,10406,50,413,1,2,5,13224,2010
2007,10406,43,100,1,0,-1,12204,-1
2007,10412,46,1930,1,0,-1,19179,-1
2009,10412,48,1834,1,1,2,17121,2007
2010,10412,49,1487,1,2,1,16470,2009
2008,10414,57,1876,0,1,1,17599,2007
2010,10414,59,2061,0,2,2,18027,2008
2007,10414,56,1206,0,0,-1,16414,-1
2008,10427,37,2492,0,1,1,21106,2007
2007,10427,36,2328,0,0,-1,22063,-1
2007,10428,46,2491,1,0,-1,24822,-1
2008,10428,47,2476,1,1,1,20978,2007
2007,10435,38,1158,1,0,-1,16253,-1
2008,10435,39,1327,1,1,1,15921,2007
2010,10435,41,21,1,3,1,10629,2009
2009,10435,40,1210,1,2,1,15405,2008
2007,10442,33,295,1,0,-1,13314,-1
2008,10442,34,961,1,1,1,14858,2007
2010,10453,31,229,1,1,3,12745,2007
2007,10453,28,125,1,0,-1,12350,-1
2007,10462,51,545,1,0,-1,14259,-1
2012,10462,56,1327,1,1,5,15123,2007
2007,10463,26,799,1,0,-1,15191,-1
2012,10463,31,1399,1,1,5,15261,2007
2008,10473,34,1564,1,1,1,16577,2007
2007,10473,33,1319,1,0,-1,16780,-1
2012,10473,38,2913,1,2,4,18434,2008
2010,10475,54,1153,1,2,1,15678,2009
2007,10475,51,1160,1,0,-1,16256,-1
2009,10475,53,1303,1,1,2,15671,2007
2008,10479,41,582,1,1,1,13777,2007
2007,10479,40,479,1,0,-1,14024,-1
2012,10483,50,2227,1,1,5,16848,2007
2007,10483,45,547,1,0,-1,14261,-1
2009,10490,40,1870,0,1,2,17243,2007
2007,10490,38,1130,0,0,-1,16177,-1
2007,10494,38,1134,1,0,-1,16186,-1
2008,10494,39,1318,1,1,1,15875,2007
2009,10494,40,1200,1,2,1,15385,2008
2009,10495,26,1404,0,1,2,15907,2007
2007,10495,24,1949,0,0,-1,19249,-1
2008,10505,30,1554,1,1,1,16539,2007
2010,10505,32,1688,1,2,2,16996,2008
2007,10505,29,2009,1,0,-1,19613,-1
2009,10506,30,769,0,1,2,14133,2007
2007,10506,28,891,0,0,-1,15480,-1
2010,10514,39,260,1,1,3,12894,2007
2007,10514,36,876,1,0,-1,15436,-1
2012,10514,41,1097,1,2,2,14664,2010
2015,10514,40,724,1,3,3,14090,2012
2007,10529,29,1184,1,0,-1,16350,-1
2013,10529,35,706,1,1,6,12859,2007
2007,10542,25,1141,0,0,-1,16201,-1
2009,10542,27,1382,0,1,2,15841,2007
2013,10548,46,3683,1,1,6,15445,2007
2007,10548,40,962,1,0,-1,15704,-1
2007,10554,36,1964,1,0,-1,19339,-1
2008,10554,37,1231,1,1,1,15670,2007
2007,10558,45,1903,1,0,-1,19073,-1
2008,10558,46,1793,1,1,1,17357,2007
2012,10558,28,3143,1,2,4,19120,2008
2008,10566,50,2194,1,1,1,18899,2007
2007,10566,36,236,1,0,-1,13084,-1
2010,10566,39,306,1,3,1,13106,2009
2009,10566,51,2057,1,2,1,17876,2008
2007,10567,34,1046,1,0,-1,15938,-1
2010,10567,37,672,1,1,3,14277,2007
2008,10568,42,1665,0,1,1,16958,2007
2007,10568,41,1607,0,0,-1,17699,-1
2007,10575,36,781,1,0,-1,15142,-1
2009,10575,38,454,1,1,2,13203,2007
2013,10575,42,3379,1,2,4,15247,2009
2007,10585,60,2212,1,0,-1,20946,-1
2008,10585,61,2238,1,1,1,19158,2007
2007,10591,47,1740,0,0,-1,18168,-1
2008,10591,48,2458,0,1,1,20857,2007
2007,10595,25,462,1,0,-1,13986,-1
2011,10595,29,2215,1,1,4,16773,2007
2007,10599,39,364,1,0,-1,13621,-1
2008,10599,40,251,1,1,1,12594,2007
2008,10602,34,775,1,1,1,14270,2007
2007,10602,33,459,1,0,-1,13982,-1
2009,10611,48,2673,1,1,2,22066,2007
2007,10611,46,2055,1,0,-1,19910,-1
2010,10613,33,432,1,3,1,13690,2009
2008,10613,31,598,1,1,1,13800,2007
2009,10613,32,465,1,2,1,13249,2008
2007,10613,30,309,1,0,-1,13377,-1
2007,10621,36,2429,1,0,-1,23319,-1
2014,10621,38,2919,1,2,6,20036,2008
2008,10621,30,1,1,1,1,8263,2007
2015,10621,35,984,1,3,1,14764,2014
2007,10628,33,576,1,0,-1,14366,-1
2008,10628,34,593,1,1,1,13797,2007
2010,10631,44,167,1,2,1,12432,2009
2009,10631,42,131,1,1,2,11767,2007
2007,10631,40,143,1,0,-1,12493,-1
2009,10634,47,2519,0,1,2,20364,2007
2007,10634,45,2120,0,0,-1,20324,-1
2010,10635,65,1870,1,3,1,17501,2009
2008,10635,63,1214,1,1,1,15607,2007
2009,10635,64,1230,1,2,1,15460,2008
2007,10635,62,939,1,0,-1,15650,-1
2008,10636,54,1369,1,1,1,16029,2007
2009,10636,55,778,1,2,1,14149,2008
2007,10636,53,863,1,0,-1,15396,-1
2008,10638,35,256,1,1,1,12603,2007
2007,10638,34,370,1,0,-1,13637,-1
2009,10638,36,645,1,2,1,13822,2008
2011,10638,52,2020,1,4,2,16345,2009
2012,10638,53,3193,1,5,1,19274,2011
2009,10638,50,2383,1,3,0,19500,2009
2014,10641,44,1129,1,1,7,15435,2007
2007,10641,37,707,1,0,-1,14845,-1
2008,10652,21,1228,0,1,1,15663,2007
2007,10652,20,1285,0,0,-1,16665,-1
2007,10658,47,516,1,0,-1,14159,-1
2008,10658,48,927,1,1,1,14706,2007
2010,10658,50,1057,1,3,1,15422,2009
2009,10658,49,500,1,2,1,13380,2008
2011,10658,51,1333,1,4,1,14885,2010
2011,10659,37,523,0,1,4,13088,2007
2007,10659,33,451,0,0,-1,13955,-1
2013,10659,39,503,0,3,1,12465,2012
2012,10659,38,334,0,2,1,12732,2011
2007,10660,27,1927,0,0,-1,19174,-1
2010,10660,30,925,0,1,3,15080,2007
2013,10670,37,93,1,2,3,10975,2010
2007,10670,31,1025,1,0,-1,15886,-1
2010,10670,34,424,1,1,3,13670,2007
2012,10692,48,1201,1,1,5,14899,2007
2007,10692,43,803,1,0,-1,15200,-1
2008,10710,52,1213,1,1,1,15605,2007
2007,10710,51,506,1,0,-1,14124,-1
2007,10713,28,93,0,0,-1,12100,-1
2013,10713,34,245,0,1,6,11792,2007
2012,10718,37,437,1,1,5,13125,2007
2007,10718,32,2143,1,0,-1,20420,-1
2007,10721,41,1695,1,0,-1,17999,-1
2015,10721,45,1739,1,5,4,16890,2011
2009,10721,43,1213,1,2,1,15414,2008
2011,10721,45,2684,1,4,1,18006,2010
2010,10721,44,1752,1,3,1,17143,2009
2008,10721,42,1524,1,1,1,16451,2007
2011,10723,36,411,1,4,1,12689,2010
2008,10723,33,372,1,1,1,13107,2007
2010,10723,35,410,1,3,1,13622,2009
2007,10723,32,439,1,0,-1,13899,-1
2009,10723,34,374,1,2,1,13010,2008
2007,10729,32,2349,0,0,-1,22313,-1
2008,10729,33,1684,0,1,1,17000,2007
2013,10732,35,1640,0,6,1,13987,2012
2009,10732,41,2287,0,2,1,18937,2008
2010,10732,42,2154,0,3,1,18365,2009
2011,10732,43,2654,0,4,1,17907,2010
2012,10732,44,2859,0,5,1,18275,2011
2007,10732,39,2096,0,0,-1,20138,-1
2008,10732,40,2333,0,1,1,19693,2007
2007,10749,52,735,1,0,-1,14941,-1
2014,10749,59,1958,1,1,7,17236,2007
2007,10751,34,341,1,0,-1,13529,-1
2012,10751,39,478,1,2,3,13266,2009
2009,10751,36,1106,1,1,2,15151,2007
2008,10755,36,2342,0,1,1,19728,2007
2007,10755,35,2269,0,0,-1,21500,-1
2010,10762,48,1573,1,2,1,16687,2009
2009,10762,47,1637,1,1,2,16620,2007
2011,10762,49,3075,1,3,1,19382,2010
2007,10762,45,1396,1,0,-1,17006,-1
2015,10762,50,2103,1,6,1,18171,2014
2014,10762,52,2419,1,5,2,18399,2012
2012,10762,50,3023,1,4,1,18756,2011
2015,10775,25,498,1,4,4,13457,2011
2007,10775,30,577,1,0,-1,14367,-1
2010,10775,38,2089,1,2,2,18134,2008
2011,10775,24,1294,1,3,1,14755,2010
2008,10775,31,1021,1,1,1,15040,2007
2009,10778,42,978,1,2,1,14791,2008
2007,10778,40,1049,1,0,-1,15942,-1
2008,10778,41,1068,1,1,1,15174,2007
2012,10778,45,754,1,4,2,13935,2010
2010,10778,43,1103,1,3,1,15534,2009
2008,10782,31,2552,1,1,1,21789,2007
2007,10782,30,1548,1,0,-1,17485,-1
2007,10784,39,1256,1,0,-1,16573,-1
2011,10784,43,209,1,1,4,11924,2007
2007,10788,37,1342,1,0,-1,16868,-1
2010,10788,40,1054,1,1,3,15414,2007
2007,10790,53,929,0,0,-1,15633,-1
2009,10790,55,1825,0,2,1,17110,2008
2008,10790,54,1411,0,1,1,16109,2007
2007,10800,49,978,1,0,-1,15732,-1
2010,10800,52,1494,1,1,3,16489,2007
2007,10804,47,264,1,0,-1,13185,-1
2014,10804,54,516,1,1,7,13854,2007
2008,10810,35,1679,0,1,1,16990,2007
2007,10810,34,1381,0,0,-1,16970,-1
2011,10811,40,79,1,1,4,11109,2007
2007,10811,36,191,1,0,-1,12769,-1
2008,10812,39,778,0,1,1,14271,2007
2007,10812,38,617,0,0,-1,14505,-1
2012,10828,32,1423,1,1,5,15310,2007
2013,10828,33,2365,1,4,1,14602,2012
2013,10828,44,234,1,5,0,11759,2013
2012,10828,41,3178,1,2,0,19213,2012
2007,10828,27,2105,1,0,-1,20192,-1
2013,10828,26,3048,1,6,0,15040,2013
2012,10828,36,1785,1,3,0,15971,2012
2009,10843,66,2024,1,2,1,17751,2008
2008,10843,65,1811,1,1,1,17400,2007
2007,10843,64,1747,1,0,-1,18194,-1
2008,10860,26,1564,1,1,1,16577,2007
2014,10860,27,1410,1,4,4,16089,2010
2007,10860,25,1319,1,0,-1,16780,-1
2010,10860,41,1309,1,3,1,16047,2009
2009,10860,32,1289,1,2,1,15608,2008
2008,10864,33,53,1,1,1,10937,2007
2007,10864,32,189,1,0,-1,12767,-1
2007,10870,33,1884,1,0,-1,18978,-1
2010,10870,36,1821,1,2,2,17353,2008
2008,10870,34,2124,1,1,1,18573,2007
2008,10887,39,562,1,1,1,13730,2007
2007,10887,38,931,1,0,-1,15640,-1
2007,10888,31,2216,1,0,-1,21010,-1
2013,10888,47,896,1,2,1,13162,2012
2012,10888,37,1365,1,1,5,15190,2007
2013,10888,33,801,1,3,0,13003,2013
2012,10891,35,65,1,2,4,11098,2008
2008,10891,31,117,1,1,1,11687,2007
2007,10891,30,95,1,0,-1,12121,-1
2013,10898,31,3501,1,1,6,15313,2007
2007,10898,62,2348,1,0,-1,22293,-1
2010,10913,36,889,0,3,1,14993,2009
2008,10913,34,619,0,1,1,13840,2007
2015,10913,35,644,0,5,4,13915,2011
2009,10913,35,695,0,2,1,13958,2008
2007,10913,33,591,0,0,-1,14402,-1
2011,10913,35,1098,0,4,1,14317,2010
2007,10923,28,1856,0,0,-1,18810,-1
2008,10923,29,2570,0,1,1,22200,2007
2008,10930,28,518,0,1,1,13594,2007
2007,10930,27,677,0,0,-1,14735,-1
2008,10933,54,2363,0,1,1,19906,2007
2007,10933,53,1866,0,0,-1,18841,-1
2007,10934,30,1729,0,0,-1,18130,-1
2011,10934,34,2389,0,2,3,17149,2008
2008,10934,31,1574,0,1,1,16605,2007
2008,10946,42,787,1,1,1,14293,2007
2007,10946,41,693,1,0,-1,14777,-1
2012,10949,42,972,1,1,5,14384,2007
2007,10949,37,310,1,0,-1,13378,-1
2008,10963,28,2418,0,1,1,20386,2007
2009,10963,29,2405,0,2,1,19624,2008
2007,10963,27,2182,0,0,-1,20695,-1
2007,10985,19,2377,0,0,-1,22643,-1
2008,10985,20,2289,0,1,1,19459,2007
2009,10992,46,915,1,2,1,14583,2008
2011,10992,48,1361,1,4,1,14953,2010
2014,10992,51,1162,1,5,3,15495,2011
2007,10992,44,561,1,0,-1,14316,-1
2010,10992,47,992,1,3,1,15277,2009
2008,10992,45,488,1,1,1,13460,2007
2007,10994,37,612,0,0,-1,14467,-1
2013,10994,43,2675,0,1,6,14809,2007
2008,11001,38,725,0,1,1,14165,2007
2010,11001,40,689,0,2,2,14312,2008
2007,11001,37,631,0,0,-1,14578,-1
2011,11001,41,1237,0,3,1,14621,2010
2007,11020,31,1056,0,0,-1,15959,-1
2008,11020,32,613,0,1,1,13822,2007
2011,11031,24,269,1,1,4,12269,2007
2007,11031,20,153,1,0,-1,12541,-1
2010,11037,41,624,1,1,3,14168,2007
2007,11037,38,600,1,0,-1,14421,-1
2007,11038,42,801,0,0,-1,15197,-1
2014,11038,31,3158,0,1,7,20981,2007
2007,11046,45,2423,1,0,-1,23283,-1
2012,11046,50,3842,1,5,1,22959,2011
2009,11046,47,2245,1,2,1,18764,2008
2014,11046,52,2406,1,6,2,18353,2012
2008,11046,46,2508,1,1,1,21333,2007
2011,11046,49,3519,1,4,1,23716,2010
2010,11046,48,2264,1,3,1,18880,2009
2007,11054,25,1248,1,0,-1,16546,-1
2008,11054,26,631,1,1,1,13874,2007
2007,11076,46,2408,0,0,-1,23172,-1
2009,11076,48,2565,0,1,2,20763,2007
2011,11076,50,3517,0,3,1,23688,2010
2012,11076,51,1984,0,4,1,16340,2011
2010,11076,49,2792,0,2,1,22771,2009
2008,11092,36,104,1,1,1,11530,2007
2010,11092,33,890,1,2,2,14994,2008
2007,11092,35,92,1,0,-1,12077,-1
2007,11112,59,1941,1,0,-1,19225,-1
2011,11112,63,3315,1,1,4,20876,2007
2009,11118,51,1188,1,1,2,15354,2007
2007,11118,49,444,1,0,-1,13908,-1
2009,11120,40,2547,0,1,2,20664,2007
2007,11120,38,2089,0,0,-1,20078,-1
2007,11125,31,1089,0,0,-1,16043,-1
2013,11125,37,3414,0,1,6,15270,2007
2013,11127,57,2731,1,1,6,14846,2007
2007,11127,51,305,1,0,-1,13357,-1
2008,11135,39,1182,1,1,1,15495,2007
2007,11135,38,976,1,0,-1,15727,-1
2010,11139,42,96,1,1,3,11740,2007
2007,11139,39,228,1,0,-1,13022,-1
2012,11139,44,168,1,2,2,11978,2010
2012,11168,43,3297,0,1,4,19648,2008
2008,11168,39,2227,0,0,-1,19066,-1
2008,11179,50,1150,1,0,-1,15400,-1
2011,11179,53,2649,1,1,3,17904,2008
2011,11184,54,1297,1,1,3,14756,2008
2008,11184,51,751,1,0,-1,14224,-1
2012,11184,55,1507,1,2,1,15473,2011
2009,11185,42,2075,1,1,1,17932,2008
2011,11185,45,3351,1,3,1,21174,2010
2010,11185,44,2298,1,2,1,19015,2009
2008,11185,42,2120,1,0,-1,18542,-1
2011,11189,45,2357,0,1,3,17088,2008
2008,11189,42,1219,0,0,-1,15640,-1
2012,11189,46,2662,0,2,1,17845,2011
2009,11192,38,270,1,1,1,12582,2008
2008,11192,37,245,1,0,-1,12581,-1
2009,11193,50,2072,1,1,1,17923,2008
2014,11193,55,3491,1,2,5,23371,2009
2008,11193,49,2290,1,0,-1,19475,-1
2008,11201,22,103,1,0,-1,11523,-1
2009,11201,23,55,1,1,1,11028,2008
2010,11201,24,312,1,2,1,13143,2009
2008,11205,31,1405,1,0,-1,16101,-1
2014,11205,37,1891,1,1,6,17102,2008
2008,11210,42,2359,0,0,-1,19888,-1
2011,11210,45,2921,0,2,2,18715,2009
2012,11210,46,2981,0,3,1,18618,2011
2009,11210,43,2385,0,1,1,19502,2008
2008,11213,41,1463,0,0,-1,16250,-1
2009,11213,42,1484,0,1,1,16192,2008
2010,11213,43,1900,0,2,1,17586,2009
2008,11216,25,1184,1,0,-1,15501,-1
2010,11216,33,1547,1,1,2,16640,2008
2014,11221,66,2533,1,5,2,18765,2012
2009,11221,61,985,1,1,1,14830,2008
2011,11221,63,1800,1,3,1,15869,2010
2015,11221,65,1873,1,6,1,17321,2014
2010,11221,62,1580,1,2,1,16708,2009
2008,11221,60,1110,1,0,-1,15295,-1
2012,11221,64,2618,1,4,1,17730,2011
2009,11223,35,1580,0,1,1,16465,2008
2008,11223,34,1894,0,0,-1,17633,-1
2009,11235,38,466,1,1,1,13253,2008
2008,11235,37,287,1,0,-1,12734,-1
2008,11238,37,1133,1,0,-1,15358,-1
2011,11238,40,1753,1,1,3,15770,2008
2009,11243,41,1442,1,1,1,16047,2008
2011,11243,43,2325,1,2,2,17018,2009
2008,11243,40,1385,1,0,-1,16058,-1
2008,11250,25,2433,1,0,-1,20549,-1
2009,11250,26,1083,1,1,1,15099,2008
2008,11251,32,1510,1,0,-1,16401,-1
2014,11251,38,2232,1,1,6,17894,2008
2014,11252,42,2235,0,1,6,17897,2008
2008,11252,36,1577,0,0,-1,16615,-1
2009,11254,49,360,1,1,1,12972,2008
2008,11254,48,528,1,0,-1,13625,-1
2008,11260,22,2416,1,0,-1,20371,-1
2013,11260,39,3367,1,1,5,15240,2008
2008,11265,33,2144,1,0,-1,18672,-1
2008,11265,37,2142,1,1,0,18661,2008
2009,11268,62,2693,1,1,1,22358,2008
2008,11268,61,2596,1,0,-1,22798,-1
2008,11269,41,1020,1,0,-1,15038,-1
2011,11269,44,247,1,2,2,12130,2009
2012,11269,45,123,1,3,1,11642,2011
2009,11269,42,585,1,1,1,13661,2008
2008,11277,41,1138,1,0,-1,15374,-1
2009,11277,42,1402,1,1,1,15902,2008
2010,11277,43,1038,1,2,1,15371,2009
2011,11294,33,34,1,1,3,10283,2008
2008,11294,30,87,1,0,-1,11378,-1
2012,11316,43,3496,0,1,4,20487,2008
2008,11316,39,2340,0,0,-1,19726,-1
2008,11336,50,1402,1,0,-1,16091,-1
2012,11336,28,3751,1,1,4,22156,2008
2009,11344,51,461,0,1,1,13237,2008
2008,11344,50,351,0,0,-1,13039,-1
2009,11346,53,1315,1,1,1,15679,2008
2012,11346,56,1198,1,2,3,14889,2009
2008,11346,52,1578,1,0,-1,16620,-1
2009,11350,47,1372,1,1,1,15817,2008
2008,11350,46,1919,1,0,-1,17741,-1
2010,11360,43,334,1,2,1,13231,2009
2012,11360,45,2023,1,4,1,16423,2011
2009,11360,42,656,1,1,1,13846,2008
2008,11360,41,638,1,0,-1,13897,-1
2011,11360,44,746,1,3,1,13676,2010
2015,11362,40,670,1,4,3,13977,2012
2011,11362,39,1254,1,2,1,14661,2010
2008,11362,36,2207,1,0,-1,18948,-1
2012,11362,40,1847,1,3,1,16067,2011
2010,11362,38,1991,1,1,2,17845,2008
2014,11364,44,665,0,4,2,14259,2012
2010,11364,40,626,0,1,2,14179,2008
2011,11364,41,586,0,2,1,13264,2010
2012,11364,42,631,0,3,1,13677,2011
2008,11364,38,548,0,0,-1,13684,-1
2008,11365,53,1511,1,0,-1,16414,-1
2011,11365,56,1832,1,1,3,15945,2008
2009,11369,29,2244,0,1,1,18747,2008
2008,11369,28,2402,0,0,-1,20242,-1
2008,11370,38,1767,0,0,-1,17284,-1
2010,11370,40,1860,0,1,2,17466,2008
2011,11370,41,2404,0,2,1,17175,2010
2012,11370,42,2634,0,3,1,17790,2011
2009,11382,42,1196,1,1,1,15376,2008
2008,11382,41,2081,1,0,-1,18359,-1
2009,11383,45,662,1,1,1,13858,2008
2008,11383,44,1122,1,0,-1,15315,-1
2009,11392,42,882,1,1,1,14458,2008
2008,11392,41,989,1,0,-1,14945,-1
2008,11393,29,1887,0,0,-1,17622,-1
2009,11393,30,2123,0,1,1,18114,2008
2008,11402,44,650,1,0,-1,13927,-1
2010,11402,46,1074,1,1,2,15462,2008
2010,11405,35,368,1,1,2,13412,2008
2008,11405,33,276,1,0,-1,12684,-1
2008,11411,56,2020,1,0,-1,18095,-1
2009,11411,57,1942,1,1,1,17428,2008
2009,11422,28,1923,0,1,1,17390,2008
2008,11422,27,1634,0,0,-1,16830,-1
2008,11440,22,686,0,0,-1,14037,-1
2009,11440,23,959,0,1,1,14744,2008
2013,11450,33,2559,0,1,5,14732,2008
2008,11450,28,1517,0,0,-1,16429,-1
2010,11459,42,1268,0,2,1,15959,2009
2008,11459,40,1477,0,0,-1,16295,-1
2009,11459,41,1371,0,1,1,15811,2008
2008,11461,29,605,1,0,-1,13806,-1
2009,11461,30,851,1,1,1,14361,2008
